PMID,year,phase,journal,title,retrieval_scopes,sentence_count,themes,methods
23175467,2013,2006-2015,Pest management science,Pyramiding and evaluation of three dominant brown planthopper resistance genes in the elite indica rice 9311 and its hybrids.,BPH resistance,2,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别,连锁/QTL/标记育种; 田间/产量/育种评价
23396040,2013,2006-2015,Molecular plant,Towards understanding of molecular interactions between rice and the brown planthopper.,BPH resistance,4,抗源鉴定与表型评价; 主效抗性基因与受体识别; 激素、转录与免疫信号; 宿主-昆虫互作与效应子,
23434671,2013,2006-2015,International journal of molecular sciences,Proteome Analysis of Rice (Oryza sativa L.) Mutants Reveals Differentially Induced Proteins during Brown Planthopper (Nilaparvata lugens) Infestation.,BPH resistance,42,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 组学与系统网络; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 表达组学/多组学; 转基因/RNAi/突变体; 田间/产量/育种评价
23575411,2013,2006-2015,Virology journal,Development and use of three monoclonal antibodies for the detection of rice black-streaked dwarf virus in field plants and planthopper vectors.,Broad planthopper,1,生长-防御权衡与育种转化,田间/产量/育种评价
23576499,2013,2006-2015,Journal of virology,New model for the genesis and maturation of viroplasms induced by fijiviruses in insect vector cells.,Broad planthopper,1,,
23589713,2013,2006-2015,International journal of plant genomics,Plant domestication and resistance to herbivory.,BPH damage,1,抗源鉴定与表型评价,
23591851,2013,2006-2015,International journal of molecular sciences,Detection of quantitative trait loci (QTLs) for resistances to small brown planthopper and rice stripe virus in rice using recombinant inbred lines.,BPH resistance,1,抗源鉴定与表型评价; 遗传定位、QTL与关联分析,
23601004,2013,2006-2015,Insect molecular biology,Identification and biochemical characterization of Laodelphax striatellus neutral ceramidase.,BPH damage,1,,
23631705,2013,2006-2015,Virology journal,Quantitative detection of relative expression levels of the whole genome of Southern rice black-streaked dwarf virus and its replication in different hosts.,WBPH resistance,1,,
23663428,2013,2006-2015,Virology journal,"Effects of southern rice black-streaked dwarf virus on the development and fecundity of its vector, Sogatella furcifera.",WBPH resistance,1,宿主-昆虫互作与效应子,
23700450,2013,2006-2015,PloS one,Glutathione S-transferase of brown planthoppers (Nilaparvata lugens) is essential for their adaptation to gramine-containing host plants.,BPH resistance,8,抗源鉴定与表型评价; 代谢、挥发物与结构防御; 宿主-昆虫互作与效应子; 昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,
23718009,2013,2006-2015,Ying yong sheng tai xue bao = The journal of applied ecology,[Geographical populations of brown planthopper in Nanning of South China and in Vietnam: a comparative study].,BPH resistance,2,抗源鉴定与表型评价; 主效抗性基因与受体识别; 宿主-昆虫互作与效应子,
23776591,2013,2006-2015,PloS one,Characterization of rice black-streaked dwarf virus- and rice stripe virus-derived siRNAs in singly and doubly infected insect vector Laodelphax striatellus.,BPH damage,1,组学与系统网络,表达组学/多组学
23799924,2013,2006-2015,BMC genomics,"The complete mitochondrial genomes of two rice planthoppers, Nilaparvata lugens and Laodelphax striatellus: conserved genome rearrangement in Delphacidae and discovery of new characteristics of atp8 and tRNA genes.",BPH resistance,2,生长-防御权衡与育种转化,田间/产量/育种评价
23920284,2013,2006-2015,Journal of insect physiology,"Zero effect of Bt rice on expression of genes coding for digestion, detoxification and immune responses and developmental performances of brown planthopper Nilaparvata lugens (Stål).",BPH resistance,2,抗源鉴定与表型评价; 激素、转录与免疫信号; 基因编辑与功能验证; 昆虫侧适应、毒力与药剂抗性,转基因/RNAi/突变体
23937246,2013,2006-2015,Insect molecular biology,"Genome-wide screening for components of small interfering RNA (siRNA) and micro-RNA (miRNA) pathways in the brown planthopper, Nilaparvata lugens (Hemiptera: Delphacidae).",BPH resistance,1,抗源鉴定与表型评价; 基因编辑与功能验证,转基因/RNAi/突变体
23999587,2013,2006-2015,International journal of molecular sciences,Green leaf volatiles: a plant's multifunctional weapon against herbivores and pathogens.,BPH damage,1,代谢、挥发物与结构防御; 基因编辑与功能验证,转基因/RNAi/突变体
24023750,2013,2006-2015,PloS one,Development of transgenic cotton lines expressing Allium sativum agglutinin (ASAL) for enhanced resistance against major sap-sucking pests.,BPH resistance,2,抗源鉴定与表型评价; 基因编辑与功能验证,转基因/RNAi/突变体
24033867,2013,2006-2015,The Plant journal : for cell and molecular biology,A rice lectin receptor-like kinase that is involved in innate immune responses also contributes to seed germination.,BPH resistance,5,抗源鉴定与表型评价; 主效抗性基因与受体识别; 激素、转录与免疫信号; 基因编辑与功能验证,转基因/RNAi/突变体
24244529,2013,2006-2015,PloS one,"Comparative transcriptome analysis of salivary glands of two populations of rice brown planthopper, Nilaparvata lugens, that differ in virulence.",BPH resistance,12,抗源鉴定与表型评价; 主效抗性基因与受体识别; 组学与系统网络; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,表达组学/多组学; 田间/产量/育种评价
24273431,2013,2006-2015,Breeding science,Development and validation of a PCR-based functional marker system for the brown planthopper resistance gene Bph14 in rice.,BPH resistance,12,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 田间/产量/育种评价
24280452,2013,2006-2015,"Rice (New York, N.Y.)",Single-feature polymorphism mapping of isogenic rice lines identifies the influence of terpene synthase on brown planthopper feeding preferences.,BPH resistance,11,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别,连锁/QTL/标记育种
24303791,2013,2006-2015,Molecular ecology,Molecular basis for insecticide-enhanced thermotolerance in the brown planthopper Nilaparvata lugens Stål (Hemiptera:Delphacidae).,BPH resistance,1,昆虫侧适应、毒力与药剂抗性,
24312218,2013,2006-2015,PloS one,Evaluation of the potential effect of transgenic rice expressing Cry1Ab on the hematology and enzyme activity in organs of female Swiss rats.,BPH resistance,1,基因编辑与功能验证,转基因/RNAi/突变体
24358146,2013,2006-2015,PloS one,Comparative transcriptome analysis of two rice varieties in response to rice stripe virus and small brown planthoppers during early interaction.,BPH resistance,2,抗源鉴定与表型评价; 激素、转录与免疫信号; 组学与系统网络; 宿主-昆虫互作与效应子,表达组学/多组学
21688166,2012,2006-2015,Transgenic research,"Bt rice expressing Cry1Ab does not stimulate an outbreak of its non-target herbivore, Nilaparvata lugens.",BPH resistance,4,生长-防御权衡与育种转化,田间/产量/育种评价
22038433,2012,2006-2015,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,Development and characterization of japonica rice lines carrying the brown planthopper-resistance genes BPH12 and BPH6.,BPH resistance,7,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 田间/产量/育种评价
22048639,2012,2006-2015,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,Mapping and pyramiding of two major genes for resistance to the brown planthopper (Nilaparvata lugens [Stål]) in the rice cultivar ADR52.,BPH damage; BPH resistance,19,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 宿主-昆虫互作与效应子; 昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 田间/产量/育种评价
22083132,2012,2006-2015,Planta,Microarray analysis of broad-spectrum resistance derived from an indica cultivar Rathu Heenati.,BPH resistance,3,抗源鉴定与表型评价; 主效抗性基因与受体识别; 组学与系统网络; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,表达组学/多组学
22412935,2012,2006-2015,PloS one,Characterization and comparative analysis of small RNAs in three small RNA libraries of the brown planthopper (Nilaparvata lugens).,BPH resistance,1,组学与系统网络; 生长-防御权衡与育种转化,表达组学/多组学; 田间/产量/育种评价
22519706,2012,2006-2015,The Plant journal : for cell and molecular biology,The rice hydroperoxide lyase OsHPL3 functions in defense responses by modulating the oxylipin pathway.,BPH resistance,1,抗源鉴定与表型评价; 激素、转录与免疫信号; 代谢、挥发物与结构防御,
22544984,2012,2006-2015,Pesticide biochemistry and physiology,Possible connection between imidacloprid-induced changes in rice gene transcription profiles and susceptibility to the brown plant hopper Nilaparvatalugens Stål (Hemiptera: Delphacidae).,BPH resistance,19,抗源鉴定与表型评价; 代谢、挥发物与结构防御; 组学与系统网络; 昆虫侧适应、毒力与药剂抗性,表达组学/多组学
22558386,2012,2006-2015,PloS one,silencing COI1 in rice increases susceptibility to chewing insects and impairs inducible defense.,BPH resistance,9,抗源鉴定与表型评价; 激素、转录与免疫信号; 基因编辑与功能验证,转基因/RNAi/突变体
22558400,2012,2006-2015,PloS one,Transcriptome and comparative gene expression analysis of Sogatella furcifera (Horváth) in response to southern rice black-streaked dwarf virus.,WBPH resistance,1,组学与系统网络,表达组学/多组学
22593700,2012,2006-2015,TheScientificWorldJournal,"Genetic dissection of sympatric populations of brown planthopper, Nilaparvata lugens (Stål), using DALP-PCR molecular markers.",BPH resistance,1,,
22634163,2012,2006-2015,Insect biochemistry and molecular biology,"Chitin synthase 1 gene and its two alternative splicing variants from two sap-sucking insects, Nilaparvata lugens and Laodelphax striatellus (Hemiptera: Delphacidae).",BPH damage; Broad planthopper,2,,
22934042,2012,2006-2015,Frontiers in physiology,A novel member of the trehalose transporter family functions as an h(+)-dependent trehalose transporter in the reabsorption of trehalose in malpighian tubules.,BPH resistance,1,基因编辑与功能验证,转基因/RNAi/突变体
22949813,2012,2006-2015,International journal of molecular sciences,Isolation and characterization of microsatellite markers in brown planthopper (Nilaparvata lugens Stål).,BPH damage,1,,
23029445,2012,2006-2015,PloS one,Population diversity of rice stripe virus-derived siRNAs in three different hosts and RNAi-based antiviral immunity in Laodelphgax striatellus.,Broad planthopper,1,基因编辑与功能验证,转基因/RNAi/突变体
23204257,2012,2006-2015,DNA research : an international journal for rapid publication of reports on genes and genomes,"A simple sequence repeat- and single-nucleotide polymorphism-based genetic linkage map of the brown planthopper, Nilaparvata lugens.",BPH resistance,5,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 宿主-昆虫互作与效应子,连锁/QTL/标记育种
23209649,2012,2006-2015,PloS one,Activation of the jasmonic acid pathway by depletion of the hydroperoxide lyase OsHPL3 reveals crosstalk between the HPL and AOS branches of the oxylipin pathway in rice.,BPH damage; Broad planthopper,2,抗源鉴定与表型评价; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 基因编辑与功能验证,转基因/RNAi/突变体
23228240,2012,2006-2015,BMC genomics,Identification of transcription factors potential related to brown planthopper resistance in rice via microarray expression profiling.,BPH resistance; Broad planthopper,31,抗源鉴定与表型评价; 主效抗性基因与受体识别; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 组学与系统网络; 宿主-昆虫互作与效应子,表达组学/多组学
27234234,2012,2006-2015,"Rice (New York, N.Y.)",Differential gene expression in gall midge susceptible rice genotypes revealed by suppressive subtraction hybridization (SSH) cDNA libraries and microarray analysis.,BPH resistance,1,抗源鉴定与表型评价; 组学与系统网络; 宿主-昆虫互作与效应子,表达组学/多组学
20609275,2011,2006-2015,Bulletin of entomological research,Two novel cytochrome P450 genes CYP6CS1 and CYP6CW1 from Nilaparvata lugens (Hemiptera: Delphacidae): cDNA cloning and induction by host resistant rice.,BPH damage,1,抗源鉴定与表型评价; 昆虫侧适应、毒力与药剂抗性,
