PMID,sent_id,year,journal,title,doi,text,gene,trait,ontology_id,ontology_type,confidence,evidence_code,source_db
30551584,13111537,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"Lastly, based on the findings of this study, we have proposed a model of interactions of IR56 rice with TN1-BPH and IR56-BPH that depicts the resistance and susceptibility reactions, respectively.The brown planthopper (Nilaparvata lugens Stal, hereafter referred to as BPH) is the most harmful pest to rice (Oryza sativa), and causes huge crop damage and billions of dollars of economic loss in Asia.",,,,,,,
29856853,11860562,2018,PloS one,Resistance to Nilaparvata lugens in rice lines introgressed with the resistance genes Bph14 and Bph15 and related resistance types.,,"On C602 and HF106 plants, the nymphal survival rates decreased only marginally relative to those on TN1 and 9311 plants.The fecundity of BPH females was significantly influenced by the rice germplasms on which the insects developed (F = 65.377, df = 7,119, P < 0.001; Fig 3A).",,,,,,,
30551584,13111651,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"Conversely, the analysis of the expression of OsAOS1, OsAOS2, and OsLOX1 during the rice-BPH interactions revealed that induced activation of JA biosynthesis genes is an early event during rice-BPH interactions and is independent of the BPH population type.",,,,,,,
29695083,11653304,2018,International journal of molecular sciences,The Commonly Used Bactericide Bismerthiazol Promotes Rice Defenses against Herbivores.,,"In contrast, the JA-mediated pathway (probably by inhibiting the H2O2 pathway) and the ET-mediated pathway negatively modulate resistance of rice to piercing and sucking herbivores, such as BPH; moreover, the H2O2-mediated pathway positively regulates the plant's resistance to BPH.",,,,,,,
29856853,11860574,2018,PloS one,Resistance to Nilaparvata lugens in rice lines introgressed with the resistance genes Bph14 and Bph15 and related resistance types.,,"The BR4831 and HF106 populations completed a generation in a shorter time than the TN1 population, while both the B5 and IR64 populations required a significantly longer time to double their population sizes than all other populations (Table 3).When confined in Parafilm sachets with plants of the rice germplasms, BPH females showed significantly different amounts of honeydew excretion (F = 25.39, df = 7,222, P < 0.001; Fig 5).",,,,,,,
29503500,11349145,2018,Field crops research,"Resistance and tolerance to the brown planthopper, Nilaparvata lugens (Stål), in rice infested at different growth stages across a gradient of nitrogen applications.",,"Furthermore, have indicated that planthoppers in Thailand can cause serious damage to the rice variety Rathu Heenati with the Bph3 locus, by attacking the developing rice panicles but avoiding shoots.",,,,,,,
30551584,13111599,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"However, when infested with IR56-BPH, only OsERF3 (F1,12 = 539.87, p < 0.01) was found to be significantly induced in IR56 rice at 3 dpi, while OsACS2 and OsEIN2 showed no significant induced expression at either 1 or 3 dpi.",,,,,,,
29629479,11545898,2018,"Rice (New York, N.Y.)",IR64: a high-quality and high-yielding mega variety.,,"IR64 is considered a typical high-tillering indica type cultivar, in contrast to the ""new plant type"" NPT varieties that have lower tillering but large tiller and panicle size (Okami et al. ).IR64 has relatively durable resistance to BPH, and it is known to carry the major gene Bph1.",,,,,,,
30551584,13111615,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"However, infestation of IR56-BPH caused no significant change in CAT activity in both TN1 and IR56 rice at 1 dpi, while resulting in decreased activity at 3 dpi in TN1 rice.",,,,,,,
30551584,13111528,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"In the current study, the expression profiles of 17 OsMPKs were determined in the TN1 and IR56 rice varieties under the infestation of brown planthopper (BPH), one of the most destructive hemimetabolous rice pests.",,,,,,,
30622550,13235911,2018,Frontiers in plant science,Bacillus velezensis YC7010 Enhances Plant Defenses Against Brown Planthopper Through Transcriptomic and Metabolic Changes in Rice.,,"Several photosynthesis genes were downregulated in both bacteria inoculated and control plants following BPH infestation but those were up-regulated in BPH infested bacteria treated plants compared to BPH infested control plants and chlorophyll derivative as well as chlorophyll content was also higher in bacterial treated than in control plants after BPH infestation, suggesting that the rice photosynthetic apparatus was less damaged during BPH infestation in bacterial treated than in control plant (Figures 3, 4A,B).",,,,,,,
30044049,12215407,2018,Plant biotechnology journal,Transgenic microRNA-14 rice shows high resistance to rice stem borer.,,The data were analysed using Student's t-test to compare RSB mortalities between the groups feeding on ZH11 or transgenic rice.Rice stems were individually placed in a glass tube (20-cm in length and 3-cm in diameter) for the consecutive BPH feeding test.,,,,,,,
30551584,13111621,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"From the results, it could be suggested that OsLecRK3 and OsLecRK4 play an important role in the resistance of IR56 rice to TN1-BPH, but their activation might be hindered by IR56-BPH during the infestation, resulting in a breakdown in the IR56 rice's resistance.Out of 11 BPH-induced OsMPKs, the exogenous treatment of SA resulted in significant activation (p < 0.05) of two OsMPKs (OsMPK4 and OsMPK5) in both rice varieties, and of four OsMPKs (OsMPK9, OsMPK12, OsMPK14, and OsMPK16) in IR56 rice (Figure 7A, Table S3).",,,,,,,
30551584,13111702,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,The BPH resistance of both rice genotypes included in this study was validated in our laboratory prior to the current research.TN1-BPH and IR56-BPH were used to perform the BPH bioassays in this study.,,,,,,,
30551584,13111641,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"Thus, the IR56-BPH that had evolved its virulence against IR56 rice might have broken down the rice's resistance by following a mechanism similar to ETS.",,,,,,,
30830454,13275268,2018,Metabolomics : Official journal of the Metabolomic Society,Lipid profiles reveal different responses to brown planthopper infestation for pest susceptible and resistant rice plants.,,"CONCLUSION: The results indicate that wax biosynthesis, sterol biosynthetic pathway and phytol metabolism play vital roles in rice response to BPH infestation.",,,,,,,
30622550,13235925,2018,Frontiers in plant science,Bacillus velezensis YC7010 Enhances Plant Defenses Against Brown Planthopper Through Transcriptomic and Metabolic Changes in Rice.,,Tricin was shown to confer resistance against BPH in rice and has been recently reported as the initial step in lignification of monocots.,,,,,,,
29706901,11672326,2018,Frontiers in physiology,Silencing of Chemosensory Protein Gene NlugCSP8 by RNAi Induces Declining Behavioral Responses of Nilaparvata lugens.,,"In rice plants, BPH decreases the photosynthetic rate, chlorophyll content, nitrogen concentrations of stem and leaf, and organic dry weight, thereby intensively decreasing yield (Ye et al.,).",,,,,,,
30740564,13268797,2018,Plant diversity,Current understanding of maize and rice defense against insect herbivores.,,"In contrast, OsERF3-silenced rice is more resistant to BPH, which has been associated with increased H2O2 production mediated by MAPKs.",,,,,,,
29593771,11495448,2018,Frontiers in plant science,Checkmite!? Is the Resistance to Phytophagous Mites on Short and Stocky Wild Oryza Species?,,"O. minuta (2n = 48, BBCC genome, 1 m tall, perennial) exhibits significant potential to resist to several pests/diseases (http://archive.gramene.org/species/oryza_species/o_minuta.html), including blast blight, bacterial blight (BB), white-backed planthopper (WBPH), and brown planthopper (BPH) (Amante-Bordeos et al.,; You et al.,; Rahman et al.,; Asaf et al.,), which are damaging to the growth and yield of cultivated rice.",,,,,,,
30740564,13268782,2018,Plant diversity,Current understanding of maize and rice defense against insect herbivores.,,"Wild rice plants (O. rufipogon and O. nivara) carrying the R gene Bph6 exhibit increased SA levels after BPH feeding, and exogenous application of SA increases rice resistance to BPH.",,,,,,,
29856853,11860505,2018,PloS one,Resistance to Nilaparvata lugens in rice lines introgressed with the resistance genes Bph14 and Bph15 and related resistance types.,,The tests were conducted in 10 replicates in a greenhouse at the experimental station.The resistance of the rice germplasms to BPH at the rice adult stage was also assessed in the fields of the experimental station from May to October 2017.,,,,,,,
29856853,11860485,2018,PloS one,Resistance to Nilaparvata lugens in rice lines introgressed with the resistance genes Bph14 and Bph15 and related resistance types.,,"Although these stable rice lines are expected to show BPH resistance, this has yet to be demonstrated.",,,,,,,
